oid_evbc_b64,total_assessed_value,total_assessed_building,total_assessed_land,previous_total,previous_land,previous_building,year_built,address,geometry,bedrooms,bathrooms,carport,garage,storeys,sales_history,zoning,pid
QTAwMDBNMVRHSg==,312200,215000,97200,318000,102000,216000,1973,4508 CEDAR CRES,"[[-1431329077, 726931342], [-1431324664, 726931266], [-1431324416, 726925332], [-1431324420, 726925139], [-1431324437, 726925008], [-1431324466, 726924880], [-1431324505, 726924754], [-1431324555, 726924632], [-1431324616, 726924515], [-1431324687, 726924404], [-1431324767, 726924300], [-1431324856, 726924202], [-1431324953, 726924113], [-1431325057, 726924033], [-1431325168, 726923962], [-1431325284, 726923901], [-1431325406, 726923851], [-1431325531, 726923811], [-1431325660, 726923783], [-1431325790, 726923765], [-1431325921, 726923760], [-1431329080, 726923762], [-1431329077, 726931342]]",5,2,0,1,,[],R1,011-806-630
QTAwMDBNMVRHSw==,313500,216000,97500,331000,102000,229000,1977,4506 CEDAR CRES,"[[-1431334466, 726920300], [-1431334458, 726915050], [-1431338123, 726915053], [-1431338277, 726915061], [-1431338385, 726915075], [-1431338493, 726915098], [-1431338598, 726915127], [-1431338702, 726915164], [-1431338802, 726915208], [-1431338899, 726915259], [-1431338993, 726915317], [-1431339082, 726915381], [-1431339167, 726915451], [-1431339246, 726915527], [-1431339320, 726915608], [-1431339388, 726915695], [-1431339450, 726915785], [-1431339505, 726915880], [-1431339554, 726915979], [-1431339596, 726916081], [-1431339630, 726916185], [-1431339658, 726916291], [-1431339677, 726916400], [-1431339689, 726916509], [-1431339694, 726916619], [-1431339707, 726918718], [-1431339698, 726918894], [-1431339683, 726919003], [-1431339660, 726919110], [-1431339630, 726919216], [-1431339592, 726919319], [-1431339548, 726919420], [-1431339496, 726919517], [-1431339438, 726919610], [-1431339373, 726919699], [-1431339303, 726919783], [-1431339226, 726919862], [-1431339145, 726919936], [-1431339058, 726920003], [-1431338967, 726920065], [-1431338872, 726920119], [-1431338774, 726920168], [-1431338672, 726920209], [-1431338567, 726920243], [-1431338461, 726920269], [-1431338353, 726920288], [-1431338244, 726920300], [-1431338134, 726920303], [-1431334466, 726920300]]",5,3,0,1,,[],R1,010-884-998
QTAwMDBNMVRHTA==,293500,196000,97500,283000,102000,181000,1973,4504 CEDAR CRES,"[[-1431329225, 726920296], [-1431329221, 726915046], [-1431334458, 726915050], [-1431334466, 726920300], [-1431329225, 726920296]]",4,2,0,1,,[],R1,011-776-200
QTAwMDBNMVRHTQ==,323500,226000,97500,331000,102000,229000,1975,4502 CEDAR CRES,"[[-1431329225, 726920296], [-1431325776, 726920294], [-1431325558, 726920279], [-1431325445, 726920260], [-1431325334, 726920233], [-1431325225, 726920198], [-1431325118, 726920156], [-1431325015, 726920106], [-1431324916, 726920049], [-1431324821, 726919986], [-1431324730, 726919916], [-1431324645, 726919839], [-1431324565, 726919757], [-1431324491, 726919670], [-1431324423, 726919578], [-1431324362, 726919481], [-1431324307, 726919380], [-1431324260, 726919276], [-1431324220, 726919168], [-1431324188, 726919058], [-1431324164, 726918946], [-1431324147, 726918833], [-1431324138, 726918718], [-1431324050, 726916616], [-1431324055, 726916423], [-1431324072, 726916292], [-1431324100, 726916163], [-1431324140, 726916038], [-1431324190, 726915916], [-1431324251, 726915799], [-1431324321, 726915688], [-1431324401, 726915583], [-1431324490, 726915486], [-1431324587, 726915397], [-1431324692, 726915317], [-1431324802, 726915246], [-1431324919, 726915185], [-1431325041, 726915135], [-1431325166, 726915095], [-1431325294, 726915066], [-1431325425, 726915049], [-1431325556, 726915043], [-1431329222, 726915046], [-1431329225, 726920296]]",4,3,0,1,,[],R1,007-577-192
QTAwMDBNMVRHTg==,108000,0,108000,108000,108000,0,,4450 LITTLE AVE,"[[-1431348010, 726901887], [-1431349182, 726890900], [-1431356516, 726891691], [-1431355384, 726902327], [-1431348010, 726901887]]",,,0,0,,[],R5,012-407-887
QTAwMDBNMVRHUA==,129000,0,129000,129000,129000,0,,4520 LITTLE AVE,"[[-1431368219, 726903092], [-1431369282, 726893067], [-1431378248, 726894034], [-1431377224, 726903629], [-1431368219, 726903092]]",,,0,0,,[],R5,006-491-634
QTAwMDBNMVRHUg==,1080000,894000,186000,186000,186000,0,2016,3002 KALUM ST,"[[-1431418924, 726796428], [-1431418794, 726802532], [-1431408884, 726802298], [-1431409013, 726796377], [-1431409016, 726796220], [-1431418924, 726796428]]",,,0,0,1,[],C3,010-664-301
QTAwMDBNMVRHVA==,387000,243000,144000,414000,158000,256000,1970,4429 BIRCH HILL AVE,"[[-1431324333, 726890334], [-1431322555, 726897917], [-1431321370, 726902973], [-1431311746, 726897410], [-1431315306, 726891933], [-1431315964, 726887891], [-1431320863, 726889321], [-1431324333, 726890334]]",4,3,1,1,,[],R1,005-531-772
QTAwMDBNMVRHVg==,113800,70300,43500,103700,,,1992,A-4428 PARK AVE,"[[-1431320863, 726889321], [-1431321797, 726880564], [-1431325421, 726880952], [-1431326361, 726881053], [-1431325576, 726888354], [-1431327234, 726888532], [-1431334088, 726889272], [-1431333862, 726891364], [-1431324333, 726890334], [-1431320863, 726889321]]",2,2,1,0,,[],R5,018-047-971
QTAwMDBNMVRHWQ==,113800,70300,43500,103700,,,1992,B-4428 PARK AVE,"[[-1431320863, 726889321], [-1431321797, 726880564], [-1431325421, 726880952], [-1431326361, 726881053], [-1431325576, 726888354], [-1431327234, 726888532], [-1431334088, 726889272], [-1431333862, 726891364], [-1431324333, 726890334], [-1431320863, 726889321]]",2,2,1,0,,[],,
QTAwMDBNMVRHVw==,113800,70300,43500,103700,,,1992,A-4430 PARK AVE,"[[-1431320863, 726889321], [-1431321797, 726880564], [-1431325421, 726880952], [-1431326361, 726881053], [-1431325576, 726888354], [-1431327234, 726888532], [-1431334088, 726889272], [-1431333862, 726891364], [-1431324333, 726890334], [-1431320863, 726889321]]",2,2,1,0,,[],,
QTAwMDBNMVRHWA==,113800,70300,43500,103700,,,1992,B-4430 PARK AVE,"[[-1431320863, 726889321], [-1431321797, 726880564], [-1431325421, 726880952], [-1431326361, 726881053], [-1431325576, 726888354], [-1431327234, 726888532], [-1431334088, 726889272], [-1431333862, 726891364], [-1431324333, 726890334], [-1431320863, 726889321]]",3,2,1,0,,[],,
QTAwMDBNMVRHWg==,340100,262000,78100,348100,83100,265000,1992,4424 PARK AVE,"[[-1431315964, 726887891], [-1431317236, 726880075], [-1431321797, 726880564], [-1431320863, 726889321], [-1431315964, 726887891]]",5,2,0,1,,[],R5,010-709-614
QTAwMDBNMVRIMg==,298000,201000,97000,302000,103000,199000,1955,4446 LAZELLE AVE,"[[-1431346852, 726868369], [-1431346292, 726873588], [-1431341135, 726873031], [-1431341695, 726867812], [-1431346852, 726868369]]",4,1,0,1,,[],R5,013-928-082
QTAwMDBNMVRINQ==,466000,362000,104000,473000,109000,364000,1981,4409 WALSH AVE,"[[-1431292163, 726928989], [-1431293599, 726923375], [-1431298090, 726923455], [-1431297996, 726929094], [-1431297982, 726929915], [-1431291950, 726929807], [-1431292075, 726929336], [-1431292163, 726928989]]",4,4,0,1,,[],R1,005-553-164
QTAwMDBNMVRINg==,598000,422000,176000,622000,192000,430000,1992,4524 CEDAR CRES,"[[-1431374160, 726923312], [-1431367444, 726926818], [-1431358965, 726918908], [-1431360210, 726917559], [-1431360300, 726917456], [-1431360385, 726917348], [-1431360464, 726917235], [-1431360537, 726917119], [-1431360604, 726916999], [-1431360664, 726916875], [-1431360718, 726916749], [-1431360765, 726916620], [-1431360806, 726916488], [-1431360839, 726916355], [-1431360866, 726916220], [-1431360885, 726916084], [-1431360898, 726915947], [-1431360903, 726915810], [-1431360901, 726915672], [-1431360891, 726915535], [-1431360858, 726915296], [-1431368387, 726917890], [-1431374160, 726923312]]",5,3,0,1,,[],R1,004-274-075
QTAwMDBNMVRINw==,480000,276000,204000,533000,223000,310000,1966,4517 CEDAR CRES,"[[-1431382660, 726907426], [-1431379993, 726932220], [-1431378046, 726932183], [-1431373105, 726932098], [-1431367444, 726926818], [-1431374160, 726923312], [-1431368387, 726917890], [-1431360858, 726915296], [-1431360829, 726915162], [-1431360794, 726915029], [-1431360751, 726914898], [-1431360702, 726914770], [-1431360645, 726914645], [-1431360583, 726914522], [-1431360514, 726914403], [-1431360439, 726914288], [-1431360358, 726914177], [-1431360272, 726914070], [-1431360180, 726913968], [-1431360083, 726913871], [-1431359980, 726913779], [-1431359874, 726913693], [-1431359763, 726913613], [-1431359647, 726913538], [-1431359617, 726913521], [-1431359456, 726913432], [-1431359828, 726913217], [-1431371069, 726906734], [-1431378194, 726907159], [-1431382660, 726907426]]",3,3,0,1,,"[{""date"": ""2014-04-24"", ""price"": 575000}]",R1,004-274-083
QTAwMDBNMVRIOA==,541000,428000,113000,542000,123000,419000,2007,4513 CEDAR CRES,"[[-1431354670, 726915660], [-1431354518, 726915852], [-1431354401, 726915924], [-1431354280, 726915989], [-1431354156, 726916048], [-1431354030, 726916100], [-1431353900, 726916146], [-1431353769, 726916185], [-1431353635, 726916217], [-1431353500, 726916242], [-1431353364, 726916259], [-1431353227, 726916270], [-1431353090, 726916273], [-1431351264, 726916270], [-1431351284, 726905554], [-1431354688, 726905757], [-1431354670, 726915660]]",3,3,0,1,,[],R1,013-001-167
QTAwMDBNMVRIOQ==,428300,342000,86300,424800,90800,334000,1999,4411 WALSH AVE,"[[-1431298091, 726923455], [-1431299894, 726923097], [-1431302300, 726923138], [-1431302196, 726929167], [-1431298415, 726929101], [-1431297996, 726929094], [-1431298091, 726923455]]",4,3,0,1,,[],R1,015-863-603
QTAwMDBNMVRIQQ==,381500,301000,80500,376700,84700,292000,1995,4413 WALSH AVE,"[[-1431302196, 726929167], [-1431302300, 726923138], [-1431305566, 726923196], [-1431306081, 726923205], [-1431305977, 726929233], [-1431302196, 726929167]]",3,3,0,1,,[],R1,015-863-611
QTAwMDBNMVRIQg==,368500,288000,80500,366700,84700,282000,1994,4415 WALSH AVE,"[[-1431305977, 726929233], [-1431306081, 726923205], [-1431309346, 726923261], [-1431309862, 726923270], [-1431309757, 726929299], [-1431305977, 726929233]]",4,3,0,1,,"[{""date"": ""2015-10-30"", ""price"": 379000}]",R1,015-863-620
QTAwMDBNMVRIQw==,387500,307000,80500,386700,84700,302000,1997,4417 WALSH AVE,"[[-1431309757, 726929299], [-1431309862, 726923270], [-1431313128, 726923327], [-1431313643, 726923336], [-1431313538, 726929365], [-1431309757, 726929299]]",5,3,0,1,,[],R1,015-863-638
QTAwMDBNMVRIRA==,386900,304000,82900,419200,87200,332000,1992,4422 MARONEY AVE,"[[-1431316908, 726923393], [-1431317010, 726917537], [-1431320630, 726917600], [-1431320876, 726923462], [-1431317424, 726923402], [-1431317294, 726923400], [-1431316908, 726923393]]",3,2,0,1,,"[{""date"": ""2016-04-06"", ""price"": 418000}]",R1,015-863-671
QTAwMDBNMVRIRQ==,382800,295000,87800,379400,92400,287000,1993,4420 MARONEY AVE,"[[-1431313128, 726923327], [-1431313228, 726917471], [-1431317010, 726917537], [-1431316908, 726923393], [-1431313643, 726923336], [-1431313128, 726923327]]",3,3,0,1,,[],R1,015-863-689
QTAwMDBNMVRIRg==,398800,311000,87800,409400,92400,317000,1994,4418 MARONEY AVE,"[[-1431313228, 726917471], [-1431313127, 726923327], [-1431309862, 726923270], [-1431309346, 726923261], [-1431309447, 726917405], [-1431313228, 726917471]]",3,2,0,1,,[],R1,015-863-697
QTAwMDBNMVRIRw==,361800,274000,87800,360400,92400,268000,1993,4416 MARONEY AVE,"[[-1431309447, 726917405], [-1431309346, 726923261], [-1431306081, 726923204], [-1431305565, 726923196], [-1431305665, 726917339], [-1431309447, 726917405]]",4,2,0,0,,[],R1,015-863-701
QTAwMDBNMVRISA==,317300,220000,97300,318000,102000,216000,1993,4414 MARONEY AVE,"[[-1431305665, 726917339], [-1431305565, 726923196], [-1431302300, 726923139], [-1431299894, 726923097], [-1431302966, 726916948], [-1431303110, 726917021], [-1431303259, 726917086], [-1431303410, 726917144], [-1431303564, 726917193], [-1431303721, 726917235], [-1431303880, 726917268], [-1431304040, 726917292], [-1431304201, 726917309], [-1431304377, 726917317], [-1431305665, 726917339]]",3,2,0,1,,[],R1,015-863-719
QTAwMDBNMVRISg==,416000,314000,102000,414000,108000,306000,2000,4412 MARONEY AVE,"[[-1431302966, 726916948], [-1431299894, 726923097], [-1431298090, 726923455], [-1431293599, 726923375], [-1431295099, 726917480], [-1431301509, 726915238], [-1431301566, 726915390], [-1431301631, 726915538], [-1431301704, 726915683], [-1431301785, 726915824], [-1431301872, 726915961], [-1431301967, 726916093], [-1431302068, 726916219], [-1431302176, 726916340], [-1431302290, 726916456], [-1431302410, 726916565], [-1431302535, 726916668], [-1431302666, 726916764], [-1431302802, 726916853], [-1431302966, 726916948]]",3,3,0,1,,[],R1,015-863-727
QTAwMDBNMVRISw==,296400,205000,91400,305200,96200,209000,1992,4410 MARONEY AVE,"[[-1431301641, 726912873], [-1431301575, 726913021], [-1431301516, 726913173], [-1431301466, 726913327], [-1431301424, 726913484], [-1431301390, 726913643], [-1431301364, 726913803], [-1431301346, 726913964], [-1431301337, 726914126], [-1431301337, 726914289], [-1431301345, 726914451], [-1431301362, 726914612], [-1431301386, 726914773], [-1431301420, 726914932], [-1431301461, 726915089], [-1431301509, 726915238], [-1431295099, 726917480], [-1431296843, 726910629], [-1431301641, 726912873]]",4,3,0,1,,"[{""date"": ""2016-02-26"", ""price"": 300000}]",R1,015-863-735
RDAwMDBUTEZXVQ==,494000,0,494000,494000,494000,0,,4402 KEITH AVE,"[[-1431315351, 726790763], [-1431315314, 726792500], [-1431315276, 726794259], [-1431315143, 726800563], [-1431313418, 726800511], [-1431311693, 726800472], [-1431309968, 726800446], [-1431308242, 726800432], [-1431306517, 726800431], [-1431304791, 726800443], [-1431303066, 726800468], [-1431301341, 726800505], [-1431299616, 726800555], [-1431297892, 726800618], [-1431296168, 726800693], [-1431294445, 726800782], [-1431292722, 726800882], [-1431291000, 726800996], [-1431289279, 726801122], [-1431287559, 726801261], [-1431285841, 726801413], [-1431284123, 726801577], [-1431282406, 726801754], [-1431282557, 726794212], [-1431282571, 726793534], [-1431282584, 726793528], [-1431286316, 726791871], [-1431288386, 726790182], [-1431315351, 726790763]]",,,0,0,,[],C3,029-501-300
QTAwMDBNMVRITA==,412700,322000,90700,411500,95500,316000,1995,4415 MARONEY AVE,"[[-1431310559, 726907884], [-1431310446, 726914321], [-1431308926, 726914294], [-1431308806, 726914288], [-1431308687, 726914273], [-1431308569, 726914250], [-1431308453, 726914219], [-1431308339, 726914180], [-1431308229, 726914133], [-1431308122, 726914079], [-1431308019, 726914017], [-1431307921, 726913948], [-1431307828, 726913872], [-1431307740, 726913790], [-1431307658, 726913702], [-1431307583, 726913609], [-1431307514, 726913510], [-1431307452, 726913407], [-1431307398, 726913300], [-1431307339, 726913159], [-1431307280, 726913008], [-1431307213, 726912860], [-1431307139, 726912716], [-1431307056, 726912576], [-1431306967, 726912440], [-1431306871, 726912310], [-1431306768, 726912184], [-1431306659, 726912064], [-1431306543, 726911951], [-1431306448, 726911865], [-1431307322, 726906579], [-1431310559, 726907884]]",4,3,0,1,,[],R1,015-863-778
QTAwMDBNMVRITQ==,403700,314000,89700,402400,94400,308000,1995,4417 MARONEY AVE,"[[-1431310447, 726914321], [-1431310558, 726907884], [-1431311915, 726908432], [-1431314344, 726909411], [-1431314474, 726910083], [-1431314399, 726914390], [-1431310447, 726914321]]",3,2,0,1,,[],R1,015-863-786
QTAwMDBNMVRITg==,384200,296000,88200,397800,92800,305000,1992,3312 PEDRINI ST,"[[-1431314399, 726914390], [-1431314474, 726910083], [-1431320320, 726910185], [-1431320501, 726914496], [-1431314399, 726914390]]",3,3,0,1,,[],R1,015-863-794
QTAwMDBNMVRIUA==,482000,352000,130000,499000,137000,362000,1988,4424 BIRCH HILL AVE,"[[-1431316406, 726904097], [-1431314344, 726909411], [-1431310559, 726907884], [-1431307322, 726906579], [-1431303336, 726904971], [-1431308972, 726901662], [-1431309864, 726900298], [-1431316406, 726904097]]",4,3,0,1,,[],R1,017-803-802
QTAwMDBNMVRIUQ==,357100,268000,89100,368800,93800,275000,1992,4428 BIRCH HILL AVE,"[[-1431320320, 726910185], [-1431314474, 726910084], [-1431314344, 726909411], [-1431316406, 726904097], [-1431320156, 726906275], [-1431320320, 726910185]]",3,2,0,1,,[],R1,017-803-811
QTAwMDBNMVRIUg==,342200,262000,80200,339400,84400,255000,1992,4421 WALSH AVE,"[[-1431321129, 726929497], [-1431317189, 726929428], [-1431317424, 726923402], [-1431320876, 726923462], [-1431321129, 726929497]]",3,3,0,1,,[],R1,017-833-680
QTAwMDBNMVRIUw==,404300,326000,78300,402400,82400,320000,1995,4419 WALSH AVE,"[[-1431317424, 726923402], [-1431317189, 726929428], [-1431313538, 726929365], [-1431313643, 726923336], [-1431316908, 726923393], [-1431317424, 726923402]]",5,3,0,1,,"[{""date"": ""2016-07-18"", ""price"": 435000}]",R1,017-833-698
QTAwMDBNMVRIVA==,361700,270000,91700,360600,96600,264000,1993,4413 MARONEY AVE,"[[-1431307322, 726906579], [-1431306448, 726911865], [-1431306323, 726911762], [-1431306192, 726911666], [-1431306056, 726911577], [-1431305916, 726911496], [-1431305772, 726911421], [-1431305624, 726911355], [-1431305473, 726911296], [-1431305319, 726911246], [-1431305163, 726911203], [-1431305005, 726911169], [-1431304845, 726911143], [-1431304684, 726911125], [-1431304522, 726911116], [-1431304360, 726911116], [-1431304198, 726911123], [-1431304037, 726911140], [-1431303796, 726911181], [-1431301156, 726906251], [-1431303336, 726904971], [-1431307322, 726906579]]",5,3,0,0,,[],R1,017-833-701
QTAwMDBNMVRIVQ==,383700,292000,91700,383600,96600,287000,1993,4411 MARONEY AVE,"[[-1431303796, 726911181], [-1431303639, 726911218], [-1431303483, 726911264], [-1431303330, 726911317], [-1431303181, 726911379], [-1431303034, 726911448], [-1431302892, 726911525], [-1431302753, 726911610], [-1431302619, 726911701], [-1431302491, 726911800], [-1431302367, 726911905], [-1431302249, 726912016], [-1431302137, 726912134], [-1431302032, 726912257], [-1431301933, 726912385], [-1431301841, 726912519], [-1431301756, 726912657], [-1431301641, 726912873], [-1431296843, 726910629], [-1431297396, 726908459], [-1431301156, 726906251], [-1431303796, 726911181]]",4,3,0,1,,"[{""date"": ""2016-05-02"", ""price"": 410000}]",R1,017-833-710
QTAwMDBNMVRIVg==,345900,209400,136500,368200,126600,241600,1993,4554 GREIG AVE,"[[-1431417877, 726845501], [-1431417798, 726849294], [-1431415039, 726848996], [-1431412407, 726848713], [-1431412813, 726844956], [-1431417877, 726845501]]",,,0,0,2,[],C7,018-417-051
QTAwMDBNMVRIVw==,84000,0,84000,88400,88400,0,,4404 BIRCH AVE,"[[-1431287103, 726889069], [-1431284445, 726895981], [-1431282214, 726895120], [-1431282376, 726887243], [-1431287103, 726889069]]",,,0,0,,[],R1,018-450-466
